 ,Area,Mean,X,Y
204,47,104.5,481.0,114.8
205,10,2.0,324.2,114.8
206,54,2.5,446.5,116.5
207,48,2.5,649.0,120.0
208,80,2.5,1247.3,120.5
209,4,2.5,238.0,118.0
210,58,204.2,277.5,121.4
211,9,2.9,664.6,119.2
212,23,4.6,674.5,119.7
213,4,2.2,963.0,118.5
214,45,2.5,1233.3,120.9
215,5,2.2,322.7,119.1
216,4,34.5,167.0,120.0
217,50,17.0,293.0,123.4
218,45,2.1,337.6,124.2
219,67,2.7,571.3,124.4
220,19,2.8,369.6,123.1
221,77,2.6,633.2,126.8
222,87,2.5,750.9,124.4
223,53,1.9,555.6,125.7
224,85,2.0,1128.1,126.0
225,15,1.9,526.2,123.8
226,37,2.4,211.5,127.8
227,177,2.1,403.6,130.4
228,92,2.7,935.7,129.8
229,4,2.2,1160.5,124.0
230,16,3.6,1262.9,125.7
231,33,2.7,480.5,128.9
232,82,2.1,1175.6,130.5
233,141,2.4,461.8,131.5
234,4,2.0,596.0,126.0
235,77,2.2,443.0,133.4
236,11,3.1,978.0,128.0
237,57,2.4,1196.7,131.5
238,48,2.4,1390.1,129.9
239,157,2.3,1402.8,132.1
240,81,2.4,722.1,132.2
241,12,2.2,366.0,129.5
242,7,2.1,504.8,129.6
243,67,2.4,686.6,133.3
244,107,2.1,756.7,132.8
245,51,2.1,1210.3,135.8
246,18,5.4,136.4,133.6
247,88,2.8,471.7,139.0
248,18,3.3,1284.6,134.6
249,83,3.2,620.1,138.8
250,3,5.3,127.5,135.5
251,19,2.3,484.5,136.3
252,221,2.0,904.6,142.7
253,98,2.5,923.4,140.7
254,26,2.0,1116.0,136.5
255,61,2.2,1391.5,138.9
256,50,14.1,257.5,139.6
257,5,2.6,1245.7,136.1
258,32,3.9,1010.4,141.1
259,2,2.0,1241.0,137.5
260,1,2.0,659.5,138.5
261,90,2.1,680.3,144.3
262,39,2.2,1069.9,142.0
263,29,2.1,224.6,142.5
264,2,3.0,233.5,140.0
265,4,2.0,1065.0,140.0
266,90,2.3,1145.9,143.6
267,9,2.1,1095.1,141.8
268,62,2.2,295.8,146.0
269,171,2.0,403.2,148.8
270,4,1.8,421.0,142.0
271,215,3.0,984.6,151.8
272,19,2.6,185.1,145.0
273,14,2.1,435.2,144.6
274,6,2.0,662.8,145.0
275,65,2.6,1163.7,149.2
276,271,2.1,360.8,151.2
277,212,2.2,635.3,154.4
278,108,2.0,698.8,151.3
279,91,4.5,479.6,152.0
280,11,2.0,528.9,148.6
281,125,176.1,605.7,153.3
282,70,2.2,287.4,154.1
283,6,43.7,572.0,150.5
284,83,2.6,493.2,157.4
285,36,2.3,1396.8,153.6
286,177,2.1,420.5,161.4
287,14,1.9,536.2,155.6
288,111,2.2,1412.1,162.3
289,57,2.1,299.3,159.7
290,115,2.1,756.4,160.1
291,19,42.9,1040.3,158.6
292,3,12.0,467.5,156.8
293,27,1.9,531.8,160.6
294,70,3.1,1002.0,160.8
295,77,2.3,1146.8,161.4
296,11,1.9,508.6,159.9
297,59,4.5,886.4,164.5
298,6,2.5,1093.3,160.8
299,28,2.2,563.5,162.6
300,34,4.5,894.0,163.8
301,12,49.8,209.3,163.9
302,4,2.0,514.5,162.2
303,10,2.0,1390.8,162.3
304,82,2.0,260.1,169.6
305,17,2.6,1087.8,167.0
306,6,42.3,1037.5,166.0
307,3,1.7,651.2,167.2
308,12,49.0,732.4,167.6
309,150,2.1,758.0,172.7
310,41,139.2,989.2,169.7
311,12,49.9,209.0,170.0
312,7,2.0,1432.8,169.4
313,163,2.1,923.0,176.6
314,45,2.2,1068.6,173.6
315,2,1.5,1429.0,169.5
316,39,1.9,664.2,173.0
317,17,121.7,853.2,172.5
318,46,2.1,1398.2,173.3
319,3,2.7,608.2,172.2
320,42,3.7,955.2,174.9
321,1,154.0,966.5,171.5
322,273,2.1,381.6,183.1
323,145,2.0,415.7,177.8
324,189,2.1,444.6,182.2
325,84,2.5,1284.9,178.2
326,2,3.5,240.5,175.0
327,14,113.4,849.0,176.2
328,87,2.1,332.7,181.3
329,3,2.3,550.2,175.8
330,60,185.7,967.0,180.2
331,68,3.9,1008.2,179.5
332,18,2.4,950.3,179.8
333,59,2.3,1051.7,181.5
334,217,63.1,184.8,185.9
335,3,2.7,509.8,179.8
336,3,2.0,550.2,181.2
337,4,121.0,852.5,181.2
338,9,2.4,1328.1,181.6
339,22,2.5,1392.1,182.6
340,62,5.0,462.3,184.2
341,96,2.2,627.8,187.7
342,26,2.2,1105.1,184.0
343,83,5.0,214.2,186.2
344,9,2.0,685.5,184.5
345,20,2.5,1257.8,186.4
346,2,4.0,267.5,186.0
347,92,2.2,284.4,191.6
348,92,3.4,958.5,191.1
349,4,1.8,247.2,187.5
350,198,2.2,927.0,194.3
351,15,2.2,1081.4,188.8
352,70,2.2,594.7,194.1
353,53,3.7,1367.7,192.9
354,74,2.4,1377.9,193.7
355,162,2.3,896.3,198.6
356,71,2.5,1124.7,194.3
357,111,1.9,735.5,198.6
358,29,2.5,1060.8,195.6
359,14,2.4,1305.6,194.3
360,21,2.0,454.3,195.4
361,39,1.8,433.2,199.6
362,75,3.5,1143.6,200.9
363,45,2.1,469.5,199.3
364,85,3.4,967.1,202.0
365,21,47.6,1004.8,198.6
366,34,2.4,1037.6,199.6
367,80,2.4,1089.9,202.2
368,18,2.6,237.7,199.3
369,191,2.2,912.1,204.6
370,74,2.2,163.8,203.6
371,60,2.1,335.8,203.8
372,101,2.1,629.9,204.6
373,90,3.6,209.7,204.5
374,87,2.4,297.7,205.6
375,3,2.7,1069.8,201.2
376,1,1.0,364.5,201.5
377,35,2.3,1075.0,204.2
378,16,2.6,1108.4,203.4
379,2,8.5,1200.0,201.5
380,21,2.7,1298.3,204.3
381,145,4.4,1277.8,210.1
382,6,2.8,1315.5,204.0
383,29,2.9,1292.4,208.7
384,3,2.0,311.8,206.8
385,5,3.0,1303.9,207.7
386,325,2.1,163.9,218.8
387,20,1.9,424.4,209.8
388,43,2.4,1065.6,211.7
389,12,2.8,1299.6,209.4
390,51,2.4,1083.6,214.2
391,69,5.6,1146.9,213.6
392,21,2.8,278.3,214.0
393,52,2.6,1028.5,215.3
394,67,228.7,1164.4,218.5
395,3,2.0,1411.2,213.2
396,1,2.0,1337.5,214.5
397,86,2.0,464.1,218.5
398,220,2.1,236.7,223.3
399,28,6.0,965.6,221.5
400,6,2.2,1410.0,217.5
401,32,2.4,1431.6,219.8
402,142,3.2,269.9,227.9
403,23,2.5,1325.0,221.0
404,70,2.3,1418.7,227.2
405,3,2.3,331.2,223.8
406,72,4.9,1145.0,227.0
407,238,2.1,189.0,233.0
408,91,147.4,293.9,228.9
409,15,1.8,534.2,226.3
410,22,2.2,338.4,226.4
411,97,2.0,395.3,231.5
412,22,1.8,529.2,227.9
413,16,41.8,971.1,227.4
414,20,2.8,1188.3,228.1
415,2,2.5,1360.5,226.0
416,79,2.0,455.5,232.1
417,79,4.6,471.6,231.1
418,178,22.8,131.2,236.0
419,76,16.4,308.8,233.4
420,96,2.1,348.1,233.3
421,29,2.2,1043.6,231.3
422,17,1.7,509.3,231.0
423,48,4.6,990.3,232.6
424,4,2.8,1345.0,230.0
425,460,1.9,91.1,246.3
426,39,22.6,142.2,236.7
427,121,2.1,366.4,240.7
428,7,1.7,438.5,234.5
429,124,3.7,1406.5,239.3
430,149,3.1,1429.4,242.3
431,185,2.1,213.8,243.9
432,77,2.8,324.2,240.2
433,190,2.1,409.6,241.9
434,12,2.8,1368.3,237.5
435,3,1.7,509.8,238.2
436,51,114.6,1134.9,241.7
437,23,2.5,1359.5,238.8
438,89,157.6,297.9,242.9
439,76,2.0,484.9,243.3
440,103,2.3,853.8,244.7
441,47,2.7,1346.4,242.7
442,67,2.0,381.4,244.0
443,71,1.8,534.0,245.6
444,4,2.5,1011.0,241.0
445,65,52.4,1147.6,243.8
446,3,4.0,1159.2,242.8
447,18,1.9,917.2,245.1
448,29,17.0,448.3,246.9
449,10,2.5,1103.9,246.0
450,31,3.0,1299.3,249.5
451,9,2.8,1303.6,246.2
452,87,2.0,10.1,251.0
453,205,2.6,963.5,252.9
454,105,6.9,1268.7,251.4
455,99,3.5,1409.8,250.4
456,147,9.9,304.1,253.2
457,21,5.1,1277.9,250.5
458,121,3.4,273.5,255.6
459,84,2.0,468.8,252.8
460,41,2.4,1334.3,251.8
461,109,13.2,1367.2,257.7
462,231,2.5,236.7,259.1
463,73,2.5,948.2,255.5
464,185,2.3,1023.6,261.0
465,95,10.3,1390.4,257.6
466,167,2.8,980.1,260.5
467,10,3.0,1295.1,255.1
468,17,3.2,1085.9,256.1
469,35,2.3,1051.3,259.0
470,50,4.5,1189.6,259.0
471,241,2.4,1426.2,265.1
472,23,24.0,1130.6,258.8
473,24,3.9,1224.2,259.1
474,28,2.6,1351.6,258.4
475,116,3.3,1409.6,264.4
476,15,2.3,1040.3,260.0
477,1,3.0,1213.5,259.5
478,3,10.3,1397.5,260.5
479,232,91.0,257.5,269.1
480,87,2.1,459.0,266.1
481,176,2.3,309.2,269.8
482,45,2.8,1202.3,265.6
483,4,2.5,1310.0,263.0
484,186,15.7,886.6,271.4
485,4,2.0,1347.0,264.0
486,228,2.0,124.4,277.4
487,26,2.1,425.0,267.3
488,66,2.4,1066.2,268.2
489,96,1.9,432.9,269.9
490,51,2.8,1365.9,268.3
491,169,2.2,399.7,272.6
492,85,2.8,473.1,272.0
493,146,2.5,1381.3,274.3
494,124,6.0,378.5,276.6
495,55,2.8,1224.7,271.3
496,18,2.5,1333.6,270.2
497,587,2.2,78.0,284.1
498,403,1.9,165.7,279.7
499,49,139.9,935.5,271.3
500,164,2.3,979.6,274.7
501,7,2.9,1243.1,269.8
502,41,3.1,1259.7,272.1
503,68,2.1,992.9,274.9
504,14,2.0,317.9,272.8
505,23,5.1,1185.5,274.3
506,116,2.6,1399.1,279.0
507,126,2.6,1079.8,279.5
508,155,2.4,907.9,281.9
509,1,2.0,1047.5,273.5
510,2,3.0,1021.5,275.0
511,38,2.1,1026.5,279.1
512,34,2.7,1049.2,280.1
513,59,2.9,1211.1,280.6
514,20,133.3,1173.2,277.8
515,442,1.8,36.7,291.2
516,177,2.0,438.8,284.7
517,201,2.4,311.4,287.9
518,28,2.5,1058.1,281.8
519,164,4.7,472.2,286.3
520,14,2.8,1235.8,281.6
521,17,2.3,1323.5,281.5
522,52,2.4,1342.4,283.7
523,67,2.3,1409.8,287.6
524,53,2.4,1417.2,286.2
525,5,9.6,351.1,283.7
526,30,2.9,1198.5,285.0
527,115,3.2,1101.8,289.8
528,5,3.4,1379.3,287.9
529,124,2.2,422.2,295.5
530,28,9.4,354.3,291.8
531,61,9.7,1358.0,294.2
532,22,45.5,1246.3,293.0
533,153,2.0,386.7,297.1
534,47,2.4,1005.3,292.6
535,146,3.2,1190.2,298.0
536,32,3.3,1170.0,295.2
537,1,2.0,1282.5,292.5
538,14,3.1,1426.6,294.8
539,9,2.4,263.4,297.1
540,130,2.6,985.9,301.4
541,140,2.7,1205.0,303.6
542,50,15.3,1380.1,300.6
543,13,2.2,858.9,298.7
544,20,2.9,1053.2,300.0
545,20,4.2,1259.5,300.6
546,48,3.3,1124.3,303.5
547,33,2.6,1018.0,303.5
548,61,2.3,933.3,306.9
549,23,2.9,1151.5,303.4
550,41,12.8,1395.1,305.8
551,5,2.6,1243.3,304.9
552,90,3.4,303.1,310.9
553,15,2.4,912.2,305.4
554,4,2.5,1254.0,305.0
555,14,2.6,1279.1,305.8
556,3,2.3,1272.8,305.8
557,74,2.4,418.4,311.9
558,2,2.0,1302.5,307.0
559,1,2.0,917.5,307.5
560,2,72.5,1064.5,308.0
561,77,2.9,399.8,314.7
562,40,2.6,1266.2,313.8
563,53,5.8,1118.4,313.7
564,8,58.0,993.1,312.2
565,39,145.8,1086.2,315.3
566,125,4.6,1199.7,317.1
567,40,112.1,1404.5,315.6
568,44,118.7,1411.6,314.7
569,478,2.0,168.3,325.7
570,48,4.5,1039.7,317.8
571,325,30.6,103.1,321.4
572,166,2.0,360.0,320.2
573,67,2.3,923.2,317.3
574,99,2.9,286.4,319.4
575,54,153.2,1094.7,318.1
576,105,2.4,1248.7,319.3
577,50,154.3,322.6,318.0
578,8,2.4,899.5,318.0
579,102,12.9,1128.4,323.1
580,55,4.8,868.0,322.7
581,66,5.7,1150.1,323.3
582,25,2.8,1280.3,322.5
583,12,5.0,1142.8,324.8
584,39,2.6,1385.7,325.8
585,92,9.1,310.0,328.7
586,5,7.2,1155.7,326.7
587,1,2.0,1315.5,326.5
588,44,9.0,1430.9,328.9
589,13,70.2,840.7,328.9
590,19,3.5,1208.4,329.8
591,26,5.6,452.3,330.8
592,83,6.2,908.3,334.2
593,132,2.6,1278.5,335.1
594,206,2.3,349.2,336.0
595,83,149.1,886.3,334.0
596,55,118.0,1192.2,334.1
597,54,3.1,985.1,336.3
598,15,2.6,1389.4,332.6
599,168,2.2,15.4,340.4
600,45,6.2,460.1,335.3
601,47,7.2,1001.5,336.6
602,15,208.9,1170.9,332.9
603,62,3.4,1361.8,335.5
604,125,5.0,554.5,337.3
605,2,68.0,1041.0,333.5
606,117,2.5,1235.1,339.5
607,75,6.3,540.9,337.5
608,23,3.2,565.0,339.1
609,13,65.7,1040.2,337.6
610,9,17.7,1083.4,336.7
611,84,2.7,1404.9,342.7
612,126,2.6,1255.1,342.8
613,22,2.6,965.6,339.5
614,2,3.5,1008.5,338.0
615,415,1.9,220.9,348.3
616,80,2.9,945.6,341.8
617,6,143.7,1100.5,339.0
618,4,9.2,1158.0,339.0
619,92,9.4,320.2,343.2
620,15,2.3,393.0,340.7
621,1,2.0,1295.5,339.5
622,131,2.3,54.5,350.6
623,2,3.0,977.5,342.0
624,34,2.7,1217.2,344.9
625,144,3.1,71.3,351.4
626,108,2.8,1204.9,348.8
627,125,2.5,1268.5,348.3
628,134,2.9,1343.0,350.4
629,32,3.6,1063.8,348.7
630,18,140.9,997.7,346.6
631,80,164.8,888.2,350.0
632,40,3.8,906.4,349.8
633,271,6.6,516.1,360.2
634,67,4.4,1369.8,351.4
635,98,4.5,446.6,357.1
636,18,125.1,1021.1,352.4
637,4,6.5,1032.0,351.0
638,118,2.6,1242.7,357.0
639,51,2.3,1421.8,356.8
640,14,3.1,959.9,353.8
641,31,2.4,291.8,357.0
642,13,4.0,953.3,355.3
643,13,3.2,981.7,354.7
644,4,2.5,1228.0,354.0
645,183,11.2,307.2,362.2
646,179,3.1,401.9,361.6
647,124,2.6,1256.6,361.0
648,434,1.8,136.9,368.3
649,101,3.2,1320.7,362.5
650,154,1.9,755.1,364.1
651,17,3.8,1111.1,359.4
652,77,2.6,1212.1,362.4
653,285,1.9,180.9,372.2
654,29,6.6,487.0,362.7
655,35,2.8,563.5,363.8
656,85,3.2,1065.9,364.4
657,87,3.8,996.5,367.0
658,128,2.5,1272.8,368.6
659,26,49.1,1371.8,364.7
660,85,4.6,876.4,367.8
661,124,2.3,1336.9,370.7
662,2,2.5,1424.0,362.5
663,42,3.0,952.6,367.3
664,415,1.9,94.0,375.7
665,124,2.6,1186.3,371.1
666,63,58.2,1356.3,369.6
667,6,1.8,797.3,366.3
668,85,2.7,1043.6,371.0
669,67,6.9,496.1,373.2
670,1,2.0,1429.5,366.5
671,219,2.7,319.6,376.5
672,128,2.8,560.8,376.7
673,24,2.6,1242.1,369.9
674,59,5.5,535.0,373.6
675,37,3.3,1027.5,370.8
676,8,2.6,1232.6,369.6
677,175,2.3,1416.0,376.4
678,85,3.2,862.8,373.9
679,158,2.6,972.0,375.5
680,5,2.8,351.5,371.5
681,3,2.0,1166.8,370.8
682,33,2.4,1176.2,373.9
683,23,2.3,1285.5,372.8
684,49,2.5,262.4,374.8
685,38,3.2,1014.9,374.7
686,67,2.2,334.8,379.3
687,80,2.7,1207.6,379.7
688,188,134.9,286.3,382.4
689,15,54.8,927.4,377.3
690,25,120.1,376.3,378.4
691,58,2.0,430.4,382.9
692,45,3.6,1245.3,380.4
693,187,3.6,881.2,386.8
694,24,1.9,633.4,381.9
695,4,20.5,839.0,380.5
696,16,2.7,1018.0,381.5
697,52,2.5,1326.8,384.3
698,81,2.6,1225.1,385.6
699,222,2.2,21.6,388.9
700,52,2.6,1290.8,384.6
701,161,2.7,1359.1,389.4
702,237,6.5,587.0,390.8
703,22,2.4,947.1,384.6
704,147,5.4,568.2,390.1
705,7,23.7,827.2,384.5
706,8,4.6,1275.0,384.6
707,42,2.5,1190.2,387.4
708,6,2.2,1432.5,385.7
709,48,2.4,818.4,388.7
710,122,2.8,859.7,390.1
711,57,2.5,1028.6,390.1
712,86,3.5,1110.3,393.7
713,141,2.4,1347.4,394.7
714,13,2.5,936.1,389.9
715,90,2.6,1052.6,392.2
716,10,6.3,1272.3,389.5
717,7,2.9,1068.8,391.1
718,70,3.0,259.5,394.0
719,34,2.7,1039.9,392.7
720,120,2.5,1214.5,396.7
721,46,2.6,1299.3,395.4
722,42,2.7,350.5,396.3
723,50,2.5,409.4,395.7
724,58,2.3,907.2,396.7
725,24,6.7,1391.8,395.3
726,24,2.5,1181.1,397.1
727,5,2.6,955.9,397.3
728,58,2.4,1327.7,400.7
729,307,1.9,209.2,406.2
730,71,3.3,1087.9,402.1
731,65,3.0,1170.0,401.0
732,130,7.7,1266.0,404.3
733,11,3.7,985.0,399.9
734,99,5.6,283.1,406.5
735,88,2.5,379.5,403.4
736,48,2.2,405.0,403.0
737,35,2.0,436.4,402.3
738,20,2.2,529.2,401.9
739,4,2.5,1425.0,400.0
740,103,2.4,266.7,407.1
741,17,1.7,757.4,401.9
742,164,5.3,577.4,407.0
743,182,2.2,826.6,408.6
744,6,75.3,972.8,402.7
745,2,3.0,1411.5,402.0
746,50,2.5,1290.0,406.7
747,48,2.6,1372.0,407.8
748,23,2.3,1304.0,406.4
749,81,2.3,1310.9,409.0
750,265,1.8,123.7,412.7
751,197,3.7,894.8,411.9
752,64,2.3,1357.6,409.7
753,6,2.8,1411.2,405.7
754,25,3.1,1431.3,406.5
755,207,2.3,297.9,414.8
756,39,1.9,441.2,410.1
757,70,2.1,648.6,409.8
758,46,3.3,1094.3,411.2
759,46,2.4,1400.8,410.3
760,199,7.4,364.9,413.5
761,32,1.7,679.8,410.1
762,84,2.4,1123.8,413.7
763,27,2.6,1189.5,411.4
764,16,2.1,933.8,411.3
765,3,4.3,1052.5,410.5
766,25,2.3,1136.6,412.3
767,80,1.9,790.0,414.9
768,59,2.2,1342.7,414.1
769,57,3.2,1164.1,415.1
770,142,10.6,1258.8,417.8
771,65,2.3,1329.9,415.3
772,196,1.8,61.1,419.9
773,6,2.5,1075.5,413.0
774,84,38.0,1416.4,416.1
775,14,2.1,259.7,416.4
776,136,2.7,1278.0,418.8
777,13,1.8,345.7,416.0
778,1,2.0,352.5,417.5
779,18,2.2,1004.8,419.3
780,55,2.5,1295.5,420.2
781,43,2.8,1319.0,420.5
782,195,4.7,1401.1,426.3
783,369,2.7,85.0,432.7
784,60,2.0,784.9,424.1
785,81,2.5,1100.7,423.3
786,107,3.1,390.0,425.9
787,17,2.4,992.6,422.9
788,54,2.3,401.2,424.9
789,155,2.3,1330.4,427.9
790,36,2.1,1029.7,425.0
791,6,2.3,1043.7,423.7
792,73,2.6,533.2,428.6
793,36,9.0,1247.0,427.6
794,34,2.3,1347.9,426.6
795,3,2.3,1374.2,423.8
796,69,35.7,1421.1,428.8
797,57,2.2,411.1,429.0
798,65,2.1,648.9,429.8
799,1,2.0,1160.5,425.5
800,3,3.0,1176.8,425.8
801,8,3.6,1164.0,429.0
802,267,1.8,148.1,437.8
803,82,2.2,323.8,434.9
804,45,1.9,704.1,430.8
805,1,4.0,857.5,428.5
806,105,2.5,1283.9,434.3
807,7,2.0,309.6,431.1
808,30,2.6,1118.5,432.6
809,45,2.6,1101.4,433.2
810,29,2.1,1299.1,433.5
811,17,1.8,742.4,433.0
812,7,2.0,287.6,433.9
813,5,2.4,305.3,433.5
814,5,2.8,1132.1,434.7
815,35,2.3,979.9,436.8
816,16,2.2,1023.1,437.2
817,110,2.4,1090.4,440.6
818,75,3.6,1379.5,438.5
819,201,2.5,1119.0,445.9
820,8,2.5,1135.2,436.6
821,3,2.3,1304.2,435.8
822,83,2.5,1363.3,440.5
823,107,1.9,194.8,441.5
824,18,3.3,373.7,440.2
825,1,3.0,1153.5,436.5
826,146,2.4,1268.8,444.6
827,10,2.2,284.5,438.7
828,3,6.3,1210.8,437.8
829,214,2.3,836.9,447.6
830,150,2.1,856.1,444.6
831,117,3.4,409.3,445.2
832,69,2.3,1295.3,443.9
833,15,1.9,958.0,442.8
834,3,2.3,1008.2,441.2
835,37,2.2,334.0,445.9
836,1,3.0,1186.5,441.5
837,2,3.0,1423.0,441.5
838,7,154.9,390.9,443.4
839,163,3.7,1170.9,449.7
840,87,2.4,1070.0,449.8
841,152,4.2,1155.3,450.0
842,46,2.4,1318.4,446.1
843,145,1.8,188.8,452.1
844,86,2.1,442.3,448.6
845,83,2.4,1357.7,450.0
846,180,2.8,1372.6,452.8
847,78,153.1,1390.8,450.2
848,130,184.3,588.3,450.1
849,11,1.9,1044.3,446.8
850,31,3.1,1191.3,449.8
851,43,1.9,9.9,451.9
