 ,Area,Mean,X,Y
106,132,1.9,479.6,68.6
107,420,2.5,1218.2,73.8
108,31,7.3,799.7,65.1
109,113,2.1,847.7,67.5
110,17,1.8,331.9,66.1
111,87,1.9,419.8,71.2
112,30,2.1,215.1,68.5
113,48,1.7,412.2,70.4
114,37,1.8,339.4,70.7
115,73,74.3,1071.6,72.8
116,138,1.9,383.6,74.3
117,222,2.9,454.2,76.2
118,232,2.5,1015.8,77.9
119,75,92.0,1155.7,72.9
120,68,1.9,212.5,76.1
121,373,1.5,143.3,81.3
122,153,1.6,232.8,79.2
123,80,2.9,1090.7,75.7
124,38,2.2,747.9,75.0
125,69,2.1,845.4,77.4
126,66,2.5,1040.7,78.9
127,190,2.2,1266.7,81.0
128,125,2.0,532.9,82.8
129,68,2.2,898.9,83.1
130,66,2.6,949.5,80.5
131,6,1.7,305.8,78.2
132,133,3.0,430.0,83.1
133,36,2.0,686.9,82.0
134,8,1.6,286.4,80.4
135,126,2.0,718.7,84.3
136,38,1.9,310.3,83.7
137,69,15.5,796.6,84.1
138,227,4.0,1135.3,88.8
139,50,1.6,298.7,88.1
140,308,1.9,645.4,90.4
141,73,1.7,288.8,88.9
142,399,1.9,608.4,98.9
143,129,1.7,376.1,92.1
144,112,1.8,398.9,90.3
145,2,2.0,406.0,84.5
146,130,2.2,733.2,89.5
147,24,1.3,31.3,87.5
148,294,1.8,493.5,94.6
149,176,2.3,568.3,94.6
150,85,3.5,930.4,89.8
151,68,3.4,1086.5,90.6
152,49,106.4,1158.5,88.4
153,161,1.8,180.4,95.8
154,146,1.8,202.2,92.1
155,50,1.7,304.3,91.2
156,91,2.1,758.7,90.2
157,161,1.9,458.7,94.7
158,162,1.6,243.0,95.9
159,117,138.3,983.2,94.2
160,63,2.1,1397.3,93.5
161,219,1.8,544.4,97.8
162,66,2.2,1286.1,94.1
163,42,2.5,1243.5,95.0
164,110,1.7,341.2,99.9
165,118,2.1,847.7,100.3
166,144,1.8,430.1,102.5
167,165,2.2,1430.7,104.1
168,259,1.8,271.2,106.4
169,50,2.4,873.4,106.4
170,171,1.9,444.4,105.8
171,103,1.8,639.5,104.0
172,76,3.5,902.3,105.4
173,206,2.8,1064.5,107.7
174,132,1.9,402.0,107.9
175,61,2.0,823.3,107.2
176,4,20.0,1107.5,103.0
177,96,18.0,1028.4,107.6
178,117,2.5,721.1,110.9
179,364,1.5,125.1,117.1
180,21,2.2,788.3,108.5
181,44,2.6,929.8,110.8
182,58,2.3,1407.7,111.3
183,266,1.6,210.3,116.2
184,92,2.1,1279.1,113.8
185,137,1.9,450.4,117.1
186,45,2.1,795.1,113.2
187,198,2.2,1196.1,119.0
188,98,18.6,960.4,116.8
189,163,2.0,1221.8,117.9
190,17,2.0,683.8,114.4
191,16,2.4,1137.3,114.1
192,310,1.8,492.4,122.2
193,306,1.9,404.7,122.5
194,91,1.8,353.3,119.8
195,128,2.4,264.7,124.5
196,128,2.6,982.2,125.7
197,348,2.3,1016.7,129.1
198,243,2.5,1259.0,126.1
199,1,1.0,687.5,118.5
200,160,2.4,1166.6,125.6
201,181,2.3,1386.9,126.0
202,159,1.8,547.8,125.3
203,92,2.5,754.7,126.6
204,252,4.6,781.8,132.6
205,33,17.8,318.3,126.8
206,68,142.9,910.2,128.9
207,114,1.8,540.2,131.8
208,111,3.5,796.4,132.9
209,33,2.8,305.6,130.3
210,1,3.0,301.5,128.5
211,31,16.5,317.7,132.3
212,121,2.2,226.7,137.0
213,264,2.0,708.3,137.8
214,237,1.7,456.3,141.0
215,451,3.0,1413.9,143.7
216,38,2.6,307.9,137.4
217,137,2.3,269.6,142.1
218,138,1.9,400.6,142.0
219,33,2.2,1127.8,142.4
220,125,2.2,1232.3,146.5
221,2,3.0,233.5,142.0
222,34,1.8,818.3,145.9
223,227,1.8,440.2,152.4
224,265,3.8,730.2,154.0
225,14,1.9,1033.6,146.6
226,136,1.6,107.3,151.5
227,3,29.3,1102.8,147.8
228,26,80.7,240.7,150.5
229,38,2.0,657.0,153.3
230,30,97.1,760.3,152.1
231,101,77.1,235.2,157.2
232,150,2.0,425.9,157.1
233,93,1.9,515.4,157.2
234,32,1.7,187.9,154.1
235,13,99.8,752.3,153.7
236,52,1.7,197.2,157.4
237,1,3.0,661.5,154.5
238,4,14.8,371.0,156.0
239,169,1.6,110.0,162.5
240,41,2.4,1120.1,160.8
241,232,2.4,659.1,166.6
242,7,1.6,189.2,161.1
243,196,1.9,694.4,168.0
244,3,18.7,323.2,164.2
245,3,14.7,370.2,163.8
246,8,2.0,1038.9,166.2
247,35,1.9,292.9,169.3
248,17,1.6,144.6,167.9
249,136,2.6,606.7,175.0
250,17,1.9,285.4,170.3
251,1,13.0,371.5,169.5
252,94,1.9,260.2,177.3
253,137,3.4,545.4,178.8
254,203,2.0,1195.3,180.3
255,10,1.8,292.0,174.7
256,1,2.0,144.5,174.5
257,5,1.8,149.9,175.3
258,136,1.8,179.4,183.5
259,2,2.0,143.5,180.0
260,76,1.6,154.1,187.2
261,2,1.5,267.0,179.5
262,28,2.4,1125.6,181.4
263,8,1.8,267.2,184.5
264,89,1.9,207.9,189.1
265,204,2.6,506.9,192.0
266,118,4.3,574.9,191.6
267,94,1.9,242.4,189.9
268,284,4.6,677.5,196.0
269,106,1.8,204.5,198.4
270,122,1.9,474.9,201.2
271,110,1.8,241.8,199.9
272,133,2.5,327.5,201.7
273,16,2.6,1044.2,197.1
274,112,3.9,601.4,201.5
275,261,1.9,720.1,205.9
276,294,2.2,756.5,205.6
277,140,2.3,450.3,204.6
278,120,2.1,311.8,207.3
279,114,4.0,825.8,208.4
280,67,3.3,512.0,207.4
281,13,4.0,546.1,206.7
282,162,2.0,1179.6,211.9
283,156,11.4,273.7,213.8
284,93,2.1,250.9,214.3
285,157,12.7,296.2,216.0
286,257,24.6,423.0,217.1
287,276,1.9,705.0,217.2
288,86,3.8,846.5,213.1
289,82,4.0,877.8,212.5
290,42,3.9,542.5,213.7
291,71,1.9,963.1,216.0
292,96,2.3,235.1,218.0
293,145,4.0,567.9,223.7
294,222,1.9,1140.3,224.7
295,121,3.9,821.7,225.8
296,151,2.0,458.4,229.0
297,37,4.3,578.2,225.7
298,265,2.0,934.6,233.6
299,164,4.0,557.5,230.6
300,138,2.1,489.5,232.7
301,134,3.5,609.1,231.1
302,81,1.9,395.8,234.4
303,309,1.9,207.4,242.3
304,110,2.1,985.2,237.4
305,163,50.6,523.9,242.5
306,235,2.5,899.8,244.1
307,131,1.9,460.6,241.8
308,267,2.1,432.6,244.3
309,115,4.1,595.3,242.5
310,253,2.1,926.3,246.1
311,209,2.3,313.6,246.3
312,335,1.8,260.0,249.4
313,196,2.2,494.2,247.2
314,33,4.0,860.8,244.9
315,42,2.1,1009.4,248.9
316,190,4.4,859.3,258.8
317,110,2.0,960.0,259.6
318,118,2.4,606.9,260.4
319,145,1.9,413.7,264.2
320,246,2.8,519.1,269.5
321,101,4.2,544.4,264.8
322,128,6.5,303.7,267.2
323,156,2.2,973.7,267.1
324,294,1.8,231.3,274.9
325,15,3.8,552.6,267.4
326,45,2.7,579.8,271.9
327,149,1.9,392.8,271.3
328,314,1.8,197.8,275.6
329,103,2.1,996.0,272.9
330,207,2.5,908.6,275.8
331,239,2.1,476.8,277.4
332,335,2.0,261.6,283.0
333,211,2.5,319.7,281.4
334,121,2.0,440.6,283.1
335,123,2.1,610.9,284.9
336,145,1.9,428.2,287.2
337,125,1.9,628.7,285.7
338,144,1.8,389.7,286.3
339,130,2.3,595.0,288.1
340,101,134.5,883.2,285.2
341,141,2.3,550.0,287.2
342,204,2.0,756.3,292.0
343,230,2.1,777.5,292.3
344,87,139.2,866.8,286.6
345,100,2.2,930.1,289.4
346,276,3.8,965.1,291.3
347,69,2.8,313.3,290.4
348,87,2.1,1014.2,290.5
349,130,1.9,400.8,296.6
350,122,2.2,993.0,294.2
351,213,106.0,283.9,297.2
352,92,2.6,838.3,300.7
353,124,5.9,984.3,303.1
354,170,1.9,458.0,305.1
355,170,2.0,508.0,306.2
356,136,2.0,580.2,304.3
357,308,1.8,184.2,308.7
358,251,1.9,560.9,308.5
359,142,2.0,427.8,308.2
360,201,2.1,816.2,312.4
361,162,8.7,302.1,311.1
362,97,2.2,1003.8,314.1
363,163,2.0,534.2,316.6
364,251,2.0,577.0,318.9
365,53,51.9,910.1,317.5
366,140,1.9,391.4,321.1
367,142,2.0,485.5,321.1
368,120,16.7,979.3,321.8
369,286,2.0,246.4,325.5
370,121,94.4,964.7,322.0
371,304,2.0,263.7,330.7
372,280,10.1,947.9,329.8
373,135,1.9,209.6,332.3
374,229,1.9,451.0,329.4
375,124,2.4,283.0,329.7
376,137,2.0,753.7,331.2
377,136,1.9,420.2,333.1
378,188,1.9,768.7,335.9
379,100,7.4,838.2,332.4
380,161,2.3,299.3,333.3
381,161,1.9,407.2,335.4
382,34,2.5,870.7,330.8
383,129,1.9,486.7,338.5
384,156,2.0,798.1,342.4
385,124,2.2,863.1,341.1
386,128,84.9,964.1,340.1
387,155,1.9,502.9,342.0
388,22,2.9,987.5,340.3
389,62,71.7,906.8,343.7
390,141,1.9,429.0,351.5
391,17,6.9,538.2,346.3
392,102,2.0,825.8,349.6
393,117,15.3,971.9,350.9
394,260,2.0,777.7,355.1
395,108,3.7,881.2,353.3
396,225,2.9,942.8,356.3
397,115,33.3,188.2,356.4
398,459,3.0,1077.6,359.5
399,129,2.0,275.9,356.1
400,120,1.9,402.7,357.3
401,79,7.6,535.8,357.3
402,153,2.1,303.3,357.3
403,77,1.8,233.7,360.5
404,105,3.3,914.8,364.4
405,28,1.8,245.0,365.9
406,112,2.9,895.9,366.8
407,108,2.1,995.5,367.5
408,102,2.2,431.2,370.2
409,96,2.3,965.7,370.1
410,741,2.9,1074.2,383.5
411,104,1.9,224.8,376.5
412,119,3.2,455.5,376.9
413,261,2.1,853.9,389.2
414,116,2.1,990.4,381.9
415,237,30.5,805.4,385.5
416,116,2.2,905.7,382.8
417,113,2.3,924.0,382.7
418,22,1.8,234.6,381.3
419,109,3.9,823.8,383.3
420,20,2.1,975.0,388.1
421,320,1.9,605.3,400.4
422,284,2.9,950.4,399.8
423,310,2.7,809.4,411.1
424,123,2.2,900.9,407.1
425,15,2.5,1214.0,408.8
426,240,13.9,954.8,418.5
427,233,4.2,650.1,422.3
428,118,2.1,909.5,421.3
429,270,2.0,853.9,427.7
430,578,2.9,1247.1,429.7
431,242,5.3,1299.8,434.1
432,68,3.0,523.3,428.9
433,273,2.3,872.3,435.5
434,259,2.6,623.1,437.0
435,141,6.3,1329.0,434.8
436,115,3.9,483.2,435.5
437,268,2.7,667.1,440.3
438,307,2.3,1100.8,438.6
439,10,2.4,1220.0,432.5
440,108,5.7,1382.8,437.2
441,94,3.5,558.2,440.8
442,110,2.3,912.1,439.1
443,259,2.0,318.9,444.1
444,5,2.6,1280.3,438.1
445,211,28.4,640.8,450.4
446,286,2.0,230.9,453.4
447,307,1.9,272.4,455.8
448,74,4.0,594.7,449.7
449,18,4.0,435.2,447.9
450,5,76.6,1403.7,446.9
451,63,2.6,420.0,452.2
452,257,53.3,501.7,461.0
453,108,2.2,881.9,456.6
454,99,2.6,861.9,458.6
455,165,19.4,606.0,462.1
456,36,2.1,1035.7,456.1
457,50,2.7,416.1,459.0
458,59,5.2,464.2,460.2
459,172,2.6,1334.2,464.2
460,134,2.1,379.8,463.6
461,24,2.9,566.9,460.7
462,112,4.0,481.5,465.6
463,105,2.4,682.5,465.5
464,276,2.1,318.9,470.6
465,206,3.9,1414.6,472.6
466,105,2.8,665.4,470.5
467,139,2.9,535.8,472.0
468,112,168.2,589.7,470.8
469,124,28.8,424.7,476.5
470,154,2.2,715.5,476.8
471,108,2.2,390.0,476.1
472,309,2.4,1109.1,477.7
473,132,3.3,524.7,478.3
474,220,3.1,620.3,479.4
475,134,3.1,360.1,478.7
476,86,164.6,442.4,480.1
477,120,21.9,581.2,479.0
478,117,10.0,467.5,479.2
479,49,2.7,1364.1,482.2
480,234,2.2,648.6,491.5
481,159,2.0,279.2,489.6
482,143,3.2,612.2,493.8
483,198,10.3,419.1,493.3
484,237,4.7,1189.8,495.0
485,110,2.6,543.3,491.5
486,473,2.8,1406.4,499.9
487,137,2.2,376.1,495.6
488,108,8.0,461.0,494.6
489,28,2.7,512.9,491.0
490,79,3.4,1173.1,494.0
491,182,2.7,1018.6,495.8
492,371,3.5,1135.0,500.7
493,107,132.6,434.4,496.0
494,98,1.9,267.7,498.8
495,72,14.1,347.7,498.5
496,216,3.0,626.6,499.3
497,252,2.3,676.2,500.8
498,42,2.7,1290.0,496.0
499,29,3.0,1359.8,495.7
500,34,2.6,512.9,498.2
501,62,2.6,531.9,500.0
502,114,2.3,563.8,503.3
503,76,2.5,522.7,501.8
504,168,2.0,229.7,507.7
505,71,2.4,1081.1,503.5
506,124,2.4,715.8,504.7
507,115,12.1,450.8,507.4
508,143,2.2,379.2,508.3
509,48,2.9,481.6,505.8
510,128,2.1,314.6,511.7
511,22,78.8,744.3,506.5
512,209,10.2,935.7,512.9
513,256,2.5,1067.5,516.3
514,92,2.4,1215.3,513.1
515,85,84.1,771.2,514.5
516,116,2.5,712.6,514.6
517,114,5.8,673.1,515.6
518,153,2.6,415.8,518.7
519,239,7.2,495.4,520.8
520,109,9.4,440.2,516.9
521,131,2.5,596.7,517.8
522,192,23.2,1288.4,518.3
523,364,2.9,1357.6,524.8
524,195,5.2,469.2,520.5
525,82,120.2,755.6,519.3
526,20,2.5,1248.5,516.8
527,143,2.0,319.1,522.5
528,99,2.2,1171.5,520.4
529,245,2.5,1191.4,526.0
530,83,2.3,993.2,523.2
531,97,2.7,610.1,525.0
532,56,35.8,1093.5,523.4
533,115,6.6,1135.6,525.3
534,106,2.3,367.7,526.2
535,232,2.3,395.7,529.8
536,226,14.7,642.5,528.3
537,169,3.0,518.1,531.0
538,123,3.1,334.9,531.0
539,301,2.8,543.9,531.6
540,108,2.8,594.2,531.1
541,269,2.0,263.0,533.7
542,242,2.5,1061.9,533.3
543,88,2.9,442.2,532.7
544,126,2.9,568.3,532.7
545,94,23.0,1123.4,533.7
546,264,3.0,1396.5,536.9
547,124,2.7,1033.3,534.5
548,257,3.4,618.5,540.3
549,102,3.3,1020.2,539.3
550,240,3.0,717.6,544.8
551,183,2.0,219.7,544.3
552,137,7.7,576.5,543.5
553,164,173.3,483.7,544.0
554,245,4.5,744.3,545.8
555,300,8.6,1380.9,547.8
556,872,2.3,33.7,557.4
557,126,2.3,382.7,544.7
558,21,24.5,689.9,540.3
559,366,3.4,1131.7,553.6
560,173,3.2,1305.7,545.1
561,38,2.1,281.5,542.8
562,41,2.6,1159.1,544.3
563,60,2.4,1178.1,544.0
564,154,2.5,431.9,548.5
565,89,31.7,557.7,546.3
566,148,2.3,289.0,548.6
567,140,2.3,414.7,549.1
568,47,12.3,1094.4,544.9
569,114,3.5,515.7,550.3
570,303,2.2,58.0,553.6
571,193,8.0,466.4,552.2
572,90,2.8,1042.9,550.3
573,69,2.3,1240.7,546.4
574,167,7.6,536.0,550.9
575,192,2.7,1335.5,553.6
576,49,2.2,332.2,550.2
577,77,4.4,503.9,552.1
578,51,2.7,1203.1,550.0
579,126,2.2,315.4,554.1
580,63,2.5,355.9,551.8
581,29,4.0,659.6,550.0
582,216,4.4,762.2,556.5
583,262,5.9,1365.4,559.0
584,261,33.6,1396.7,558.5
585,52,2.1,979.7,555.2
586,101,2.6,1265.4,559.9
587,54,2.5,334.5,559.4
588,70,5.2,485.2,559.2
589,207,2.8,424.6,566.1
590,289,3.1,509.8,565.6
591,99,5.6,697.6,562.5
592,59,2.5,1063.4,563.8
593,136,2.2,21.2,566.4
594,55,94.1,642.8,562.8
595,69,26.0,552.7,563.3
596,28,136.6,567.9,562.5
597,108,65.8,1013.3,565.3
598,31,2.6,1151.5,561.5
599,201,3.1,408.8,569.0
600,182,2.9,448.3,568.6
601,223,4.2,1417.7,569.1
602,77,3.2,471.6,565.4
603,147,2.2,303.5,571.0
604,86,2.3,384.2,570.6
605,157,3.0,535.5,571.5
606,313,88.8,1380.7,574.1
607,5,2.4,52.3,565.9
608,72,5.8,661.1,570.2
609,15,2.3,1182.4,570.1
610,269,2.7,342.5,575.9
611,97,71.0,606.7,571.7
612,151,2.1,94.3,576.4
613,1,1.0,241.5,569.5
614,214,2.2,269.8,577.4
615,375,2.6,720.0,579.3
616,27,5.1,1083.3,573.6
617,147,3.2,524.7,579.7
618,78,4.3,592.2,579.7
619,271,15.0,1110.3,582.8
620,129,2.3,13.5,580.0
621,28,2.6,1289.5,578.4
622,313,7.6,430.5,584.7
623,46,2.4,1040.3,580.1
624,34,2.2,114.7,579.5
625,183,5.7,619.7,583.7
626,184,3.8,464.3,586.7
627,76,3.2,510.0,583.1
628,228,4.8,682.9,584.5
629,162,5.9,404.8,588.9
630,66,3.2,557.1,584.4
631,134,3.3,993.3,586.2
632,232,2.9,377.7,590.3
633,67,2.8,488.1,587.3
634,96,2.8,1237.0,586.8
635,17,2.1,72.7,584.9
636,117,8.4,603.4,588.6
637,210,2.1,159.5,594.3
638,225,2.5,338.3,592.7
639,191,2.5,659.3,594.3
640,41,114.9,755.2,589.4
641,66,2.5,1072.0,589.0
642,20,2.5,1270.3,586.9
643,151,2.3,23.9,593.7
644,46,2.3,221.6,591.1
645,249,2.7,1026.1,596.2
646,37,4.0,1135.9,590.5
647,73,2.9,574.7,593.5
648,255,2.6,717.7,599.3
649,256,2.8,734.2,599.0
650,206,2.2,294.0,598.6
651,163,5.7,131.8,600.8
652,177,2.2,263.7,599.1
653,169,3.5,538.8,599.0
654,104,2.5,1315.6,598.9
655,202,11.4,426.2,601.4
656,210,100.3,1110.9,602.6
657,85,2.5,363.4,600.9
658,204,3.0,506.7,607.0
659,259,3.6,553.2,603.9
660,239,6.0,69.2,606.1
661,3,2.0,218.2,597.2
662,162,2.3,326.7,602.8
663,119,2.8,1363.6,604.0
664,119,2.6,39.6,605.1
665,83,6.1,461.1,605.5
666,48,3.3,408.2,603.9
667,85,3.0,614.1,604.8
668,117,2.4,682.6,605.6
669,255,4.6,95.7,611.7
670,127,2.3,26.8,609.3
671,76,2.7,385.4,605.6
672,86,2.4,1061.5,605.8
673,8,16.0,1389.6,602.4
674,40,106.3,119.8,605.7
675,114,2.9,343.7,608.4
676,165,6.2,520.8,609.2
677,24,204.6,445.8,606.8
678,127,3.1,471.1,610.0
679,61,108.1,110.6,609.5
680,71,2.7,1211.9,610.8
681,254,2.6,1242.7,615.3
682,117,2.9,487.9,613.2
683,41,3.0,1090.5,611.5
684,112,3.1,1159.9,614.4
685,217,2.5,304.0,618.0
686,394,2.4,672.0,622.1
687,31,2.8,1191.6,611.9
688,88,2.6,632.6,614.4
689,45,31.9,579.4,615.0
690,69,2.3,1036.2,614.9
691,96,7.6,455.6,617.9
692,88,4.5,607.7,618.1
693,113,2.8,379.3,620.1
694,72,11.8,549.8,618.3
695,71,2.3,957.0,618.4
696,59,30.3,1125.2,617.9
697,235,2.9,258.6,623.3
698,72,139.1,532.8,620.8
699,73,2.5,985.4,621.2
700,100,8.2,108.3,621.8
701,316,80.9,562.1,628.7
702,130,2.7,1333.2,622.7
703,85,2.4,1013.4,623.0
704,253,2.8,1212.8,627.9
705,196,5.1,439.5,624.7
706,96,2.8,398.7,624.8
707,118,2.7,29.4,627.3
708,120,135.8,63.2,627.0
709,188,2.2,149.8,630.1
710,73,39.0,238.8,626.2
711,79,60.1,324.8,626.0
712,177,2.8,765.1,627.8
713,78,2.8,613.4,627.7
714,109,23.0,45.0,630.0
715,117,2.5,298.0,632.7
716,83,151.5,349.3,629.4
717,183,4.3,599.0,632.9
718,299,2.3,661.6,640.0
719,142,36.0,226.6,633.5
720,164,2.7,710.7,632.1
721,137,2.9,1354.5,632.6
722,6,3.2,1432.5,627.0
723,117,119.9,78.7,634.3
724,45,5.2,514.5,631.0
725,65,10.8,1147.2,632.3
726,105,3.1,484.9,633.8
727,51,2.4,1295.8,636.9
728,27,26.7,739.3,631.5
729,69,2.9,400.6,635.1
730,137,2.9,472.0,638.8
731,67,2.8,630.6,637.9
732,123,2.4,130.9,637.5
733,222,2.7,1113.5,639.9
734,92,2.8,1178.8,638.3
735,106,2.8,30.8,641.4
736,79,12.4,365.2,641.6
737,73,2.3,1009.5,641.2
738,112,3.2,110.2,643.4
739,114,2.3,289.5,643.8
740,176,11.6,535.7,644.0
741,106,94.9,90.2,645.4
742,3,2.3,419.8,640.8
743,16,2.5,443.7,642.8
744,85,3.9,60.3,648.1
745,21,3.3,758.7,644.5
746,113,2.8,1324.3,647.9
747,85,63.5,350.4,647.4
748,96,4.8,1165.2,648.1
749,137,5.6,519.9,650.2
750,92,2.9,713.0,653.1
751,255,2.3,134.6,657.0
752,45,2.7,423.9,649.3
753,132,3.1,597.2,652.5
754,217,21.6,1050.5,656.8
755,111,2.4,306.1,653.6
756,29,2.6,199.9,652.6
757,15,3.0,416.3,650.7
758,183,15.9,572.2,655.3
759,23,2.2,256.3,650.8
760,14,2.7,317.3,652.3
761,143,2.4,34.8,656.4
762,48,5.2,380.0,653.8
763,61,8.3,397.4,655.2
764,37,3.3,475.4,653.6
765,117,2.6,121.0,658.2
766,58,2.1,262.6,656.9
767,150,2.6,1190.3,657.5
768,35,2.6,1274.4,655.4
769,57,2.9,645.1,656.6
770,98,5.6,731.8,658.1
771,47,2.4,1135.3,656.1
772,73,2.4,10.7,657.2
773,179,6.2,76.7,659.1
774,191,2.6,607.9,662.3
775,108,4.7,546.2,660.1
776,217,4.6,342.6,667.3
777,74,2.9,368.7,666.9
778,56,2.9,630.6,664.5
779,10,2.8,1288.5,663.0
780,199,2.6,29.1,671.6
781,29,6.9,389.1,664.6
782,78,11.4,1068.3,666.6
783,105,4.7,102.0,667.1
784,3,3.3,381.8,663.8
785,68,160.8,408.1,668.0
786,235,4.1,565.4,672.8
787,97,2.6,46.6,668.7
788,187,3.2,528.6,671.8
789,296,2.9,603.0,676.8
790,236,2.9,1112.2,674.4
791,29,2.7,1006.3,667.5
792,229,10.5,312.6,676.5
793,88,3.0,482.0,670.7
794,39,46.9,1032.7,668.4
795,260,2.6,227.0,675.8
796,220,2.3,142.0,676.3
797,103,7.0,425.3,672.5
798,103,2.8,651.1,675.9
799,110,2.5,126.6,675.6
800,84,103.5,729.4,676.7
801,35,91.9,774.5,673.4
802,48,2.1,274.8,675.9
803,175,3.5,503.9,678.4
804,133,2.7,441.6,679.7
805,24,3.1,694.8,678.4
806,36,2.5,53.0,680.1
807,186,3.1,86.3,686.3
808,183,2.2,251.1,685.2
809,5,9.6,703.7,678.1
810,49,2.5,1092.7,681.1
811,19,2.3,45.3,681.8
812,136,2.6,471.6,685.5
813,253,2.5,1168.3,687.7
814,140,13.5,100.0,687.8
815,346,8.3,295.0,689.8
816,26,3.0,488.7,681.8
817,129,3.2,1313.1,685.9
818,133,2.9,574.5,685.5
819,161,88.7,336.2,689.7
820,51,2.7,1145.6,685.0
821,98,2.6,10.6,689.4
822,86,44.8,182.7,686.0
823,46,6.3,350.9,686.0
824,166,3.0,540.8,689.7
825,10,3.3,386.3,685.5
826,3,3.0,482.5,685.5
827,23,137.1,714.8,686.8
828,163,2.6,136.7,694.0
829,37,3.4,403.6,690.4
830,63,3.3,500.4,691.4
831,73,3.0,515.5,691.1
832,215,2.2,271.5,696.8
833,166,10.8,115.0,697.1
834,77,2.5,36.9,697.3
835,157,2.7,451.9,697.9
836,86,3.4,628.7,697.3
837,192,2.4,157.2,702.4
838,201,2.5,1181.8,700.2
839,175,2.7,69.7,699.7
840,277,3.2,1363.6,703.3
841,33,3.0,527.0,696.3
842,63,3.9,693.2,699.9
843,200,109.6,745.1,700.3
844,148,4.9,85.0,701.0
845,92,2.2,239.4,702.7
846,131,2.5,376.0,703.0
847,204,2.8,610.5,703.3
848,52,2.6,647.6,700.9
849,282,3.3,503.3,706.7
850,14,40.2,198.0,701.0
851,122,2.2,258.6,704.6
852,192,2.7,23.1,708.2
853,109,191.5,101.1,708.9
854,65,6.3,356.6,705.7
855,58,2.5,396.1,706.3
856,41,3.1,484.4,707.1
857,104,2.8,40.2,708.3
858,29,2.4,225.4,706.2
859,161,2.5,142.3,713.4
860,161,4.0,547.3,711.4
861,199,2.7,644.1,712.5
862,3,37.7,194.5,707.5
