 ,Area,Mean,X,Y
145,81,8.4,797.5,66.1
146,137,3.1,875.1,69.5
147,7,2.3,1236.4,62.8
148,123,1.9,1297.4,68.6
149,146,1.9,1374.7,67.6
150,202,1.9,1328.7,72.9
151,110,96.2,379.1,70.1
152,148,4.2,137.4,71.0
153,99,3.4,449.7,69.3
154,107,109.2,567.3,68.8
155,208,2.9,977.4,73.9
156,232,2.5,1101.2,73.7
157,139,76.4,734.4,73.0
158,162,3.3,479.9,76.1
159,162,3.6,1038.6,72.4
160,56,1.9,1231.5,71.4
161,194,2.8,111.0,75.7
162,117,8.1,633.4,74.6
163,150,2.9,647.8,75.8
164,143,160.7,755.9,75.6
165,52,6.3,791.7,72.9
166,146,1.8,1356.4,74.4
167,306,13.1,423.7,80.9
168,139,3.0,1073.9,75.5
169,65,7.5,771.1,74.4
170,268,2.5,896.5,81.3
171,221,2.3,943.8,79.0
172,137,11.8,268.9,77.1
173,178,94.1,539.7,77.6
174,262,4.0,1129.0,85.2
175,161,9.9,1141.1,78.9
176,75,2.0,1385.5,75.7
177,64,3.6,460.4,76.2
178,229,2.3,967.3,82.7
179,171,3.0,1190.4,79.4
180,122,20.4,1258.1,80.5
181,71,2.7,1394.7,77.9
182,131,3.0,698.8,79.4
183,157,2.8,95.9,82.3
184,231,7.1,169.2,83.7
185,146,11.7,229.7,82.6
186,187,12.4,570.3,83.1
187,110,142.0,597.7,80.8
188,111,2.1,1225.3,82.6
189,180,4.9,494.2,84.1
190,194,9.4,724.2,86.0
191,98,1.9,1318.2,82.4
192,186,2.7,128.1,86.1
193,313,2.9,213.3,86.0
194,274,2.4,828.4,86.8
195,363,47.0,285.7,90.6
196,203,21.3,612.3,85.5
197,326,18.8,990.8,90.3
198,63,5.0,773.7,83.1
199,139,3.5,858.6,86.7
200,103,4.5,395.1,87.4
201,149,2.6,806.8,87.0
202,135,102.4,246.6,87.5
203,243,223.7,1150.5,92.4
204,119,24.6,379.8,89.5
205,136,2.9,873.6,89.5
206,154,1.8,1333.2,90.9
207,153,2.9,327.6,94.2
208,81,37.4,444.3,90.1
209,80,112.4,523.4,89.4
210,239,2.3,929.8,93.1
211,170,3.2,1084.7,93.0
212,242,2.8,199.1,96.8
213,327,4.8,763.0,103.3
214,125,2.6,1239.6,93.4
215,12,2.1,1312.3,88.4
216,140,3.7,734.3,93.8
217,403,5.5,1047.7,95.3
218,101,15.8,1177.2,94.2
219,104,2.7,1196.9,94.5
220,159,1.7,1357.8,93.9
221,225,8.8,415.5,98.2
222,429,96.5,1007.8,105.5
223,143,6.5,1284.8,97.7
224,110,3.4,474.4,98.0
225,202,5.5,555.2,101.0
226,79,4.1,577.0,96.6
227,19,8.5,683.2,94.7
228,125,109.4,1266.3,99.0
229,159,2.3,1404.5,98.2
230,66,12.6,514.4,97.7
231,131,2.2,1304.2,98.4
232,87,3.2,487.8,100.5
233,97,2.4,1211.9,99.0
234,130,2.5,1229.8,100.3
235,152,2.9,1388.0,100.2
236,149,2.6,138.3,102.1
237,127,7.7,350.8,100.6
238,375,37.9,455.1,109.9
239,61,11.5,532.9,100.0
240,86,23.2,648.8,102.3
241,58,9.6,676.1,100.1
242,131,2.5,908.5,102.4
243,117,118.7,367.0,103.1
244,145,2.3,1323.6,107.3
245,254,2.3,787.1,108.9
246,138,2.8,851.7,106.4
247,135,3.1,224.4,107.0
248,101,15.5,1158.6,105.1
249,202,2.4,74.9,109.0
250,16,2.8,732.4,102.8
251,136,74.4,884.4,106.9
252,257,3.6,1081.2,111.9
253,152,2.8,163.3,109.7
254,98,139.9,430.5,108.3
255,74,3.4,500.2,106.8
256,58,3.3,591.9,107.0
257,104,2.6,694.1,109.5
258,185,5.6,1135.1,109.9
259,84,68.7,386.7,107.9
260,335,34.6,265.3,114.4
261,151,2.8,864.4,111.2
262,116,14.6,1192.6,109.3
263,330,2.5,109.9,114.6
264,199,3.5,478.8,113.8
265,63,3.0,614.9,109.9
266,103,24.2,402.6,111.6
267,210,2.8,980.2,113.5
268,122,111.1,1258.0,113.2
269,143,3.0,216.1,115.7
270,140,2.1,1306.8,113.6
271,151,1.8,1378.9,116.0
272,121,3.1,298.0,114.2
273,314,18.2,833.4,121.5
274,248,2.1,1355.4,120.2
275,108,2.8,314.1,114.8
276,142,73.5,437.3,117.0
277,163,3.1,743.7,115.3
278,116,3.1,1207.6,116.1
279,111,2.6,1228.0,114.8
280,173,130.0,374.5,115.6
281,121,2.8,810.9,117.2
282,220,2.7,962.8,118.9
283,158,1.7,1428.9,115.3
284,50,91.5,521.1,114.7
285,236,3.4,584.3,121.7
286,133,3.0,649.3,118.8
287,132,2.7,913.9,118.5
288,165,2.6,670.8,119.9
289,111,16.5,1169.8,117.3
290,152,4.8,192.4,120.1
291,270,3.3,245.8,122.5
292,331,94.9,416.6,127.1
293,191,3.1,558.8,121.1
294,125,3.3,1241.1,120.3
295,279,2.2,1296.5,124.2
296,297,95.1,1054.9,126.2
297,267,1.8,1415.5,125.0
298,52,5.2,536.7,120.0
299,141,2.3,80.8,124.6
300,175,3.9,175.4,122.8
301,119,188.8,1153.5,123.5
302,327,4.0,1039.4,131.5
303,42,183.6,1143.9,121.6
304,57,6.6,358.4,124.8
305,233,7.3,471.7,130.8
306,146,2.8,722.2,126.3
307,166,2.5,1112.5,128.9
308,253,2.1,1341.0,131.6
309,228,113.3,378.6,129.9
310,34,95.7,1068.2,126.7
311,121,3.8,489.7,130.6
312,407,17.3,1167.5,135.5
313,253,1.8,1369.1,133.2
314,87,4.3,501.9,130.1
315,45,183.1,1140.7,128.9
316,144,5.1,162.0,132.3
317,141,92.7,894.1,133.3
318,161,34.6,933.2,132.7
319,119,2.3,852.8,132.2
320,208,2.4,1255.9,136.9
321,92,34.0,402.5,133.0
322,116,2.6,708.2,132.9
323,149,2.4,55.8,135.7
324,133,44.2,196.2,136.7
325,73,2.8,336.7,135.5
326,44,2.9,611.7,132.5
327,168,2.8,136.2,138.1
328,40,5.0,524.6,134.6
329,105,2.8,309.0,137.2
330,73,14.8,447.8,136.4
331,102,2.6,663.8,137.7
332,55,2.9,1216.5,135.8
333,130,3.3,219.3,141.1
334,72,2.9,592.2,137.9
335,125,2.1,1232.4,140.2
336,72,2.4,628.5,138.1
337,247,14.9,477.7,146.9
338,200,2.9,577.3,144.5
339,83,24.5,760.5,143.5
340,31,2.2,1208.0,140.0
341,148,3.2,914.5,145.4
342,188,3.3,947.4,146.2
343,249,5.3,1014.6,147.0
344,124,46.4,177.1,145.1
345,68,2.6,680.5,143.7
346,93,58.3,416.9,146.8
347,4,3.0,525.0,141.0
348,136,3.0,609.2,146.5
349,90,4.6,1127.2,144.9
350,185,2.6,1329.5,146.4
351,90,87.4,456.6,145.0
352,162,1.7,1415.4,148.9
353,113,2.6,30.3,146.7
354,120,2.8,706.2,150.2
355,129,2.7,729.9,150.2
356,134,2.5,1273.7,149.9
357,167,2.4,1393.1,152.0
358,125,2.6,68.0,149.7
359,104,2.7,307.8,150.4
360,106,2.9,328.2,150.2
361,76,10.7,406.4,148.6
362,237,5.5,1246.6,155.1
363,183,2.7,280.4,151.3
364,52,3.2,365.6,151.7
365,207,1.9,1366.2,156.2
366,698,2.7,149.1,161.4
367,303,2.7,251.6,155.0
368,318,2.7,749.7,158.0
369,208,2.8,1190.1,157.2
370,123,98.9,1311.1,155.0
371,40,25.0,767.5,150.9
372,2,2.5,783.0,148.5
373,361,2.5,1150.0,158.5
374,320,2.8,222.0,162.7
375,45,4.5,383.0,151.9
376,84,3.2,827.8,155.5
377,54,94.2,443.3,154.3
378,14,140.2,969.4,152.3
379,224,3.0,1110.5,161.6
380,119,2.7,1128.1,156.0
381,723,2.6,114.2,166.3
382,287,4.0,197.1,161.4
383,145,2.7,935.3,158.4
384,66,2.4,1074.0,155.0
385,104,3.0,341.0,159.0
386,95,2.6,624.4,157.2
387,134,77.4,1296.1,159.8
388,90,2.5,645.3,160.6
389,93,3.1,667.7,160.4
390,169,2.8,566.2,161.1
391,121,2.1,1212.0,160.2
392,7,2.9,784.5,156.2
393,19,2.8,1179.4,157.9
394,151,1.6,1415.0,162.8
395,91,3.0,614.4,163.8
396,102,11.2,691.3,164.1
397,57,103.7,432.4,164.0
398,85,111.4,812.3,166.7
399,171,2.3,1073.8,165.9
400,1,3.0,510.5,160.5
401,1,3.0,836.5,160.5
402,285,2.9,1050.2,169.1
403,143,2.5,84.8,167.9
404,217,3.3,582.5,168.6
405,29,2.3,893.3,165.3
406,238,2.2,1162.5,173.0
407,83,3.1,357.9,167.2
408,136,2.4,911.3,170.0
409,216,6.2,1314.6,170.1
410,89,2.8,332.6,170.7
411,161,2.9,600.1,171.5
412,161,2.8,773.9,170.9
413,131,2.4,1281.2,171.5
414,105,2.7,307.7,170.9
415,63,3.0,386.7,170.2
416,11,5.1,411.4,167.7
417,97,35.6,724.6,173.0
418,144,3.4,943.1,171.6
419,34,3.3,403.3,169.5
420,114,5.9,452.4,174.5
421,187,3.3,679.3,177.4
422,158,2.6,1383.6,174.0
423,131,2.8,174.0,174.3
424,153,2.8,276.4,178.6
425,53,6.4,497.2,173.9
426,167,1.5,1423.6,175.2
427,110,2.3,836.0,176.2
428,141,2.5,52.9,176.5
429,53,136.7,478.8,175.3
430,86,2.6,630.8,175.9
431,428,4.0,1100.5,179.7
432,22,108.3,808.6,174.2
433,124,9.2,249.1,178.7
434,215,2.1,1205.1,178.9
435,288,2.2,1327.6,182.5
436,132,120.7,995.9,179.1
437,149,1.8,1343.6,181.8
438,16,2.2,869.0,177.4
439,131,152.6,1018.4,180.8
440,122,2.8,214.5,180.7
441,74,2.8,371.1,181.6
442,158,2.9,613.9,181.5
443,180,3.3,664.8,184.3
444,250,2.2,1141.8,183.8
445,96,2.7,308.3,182.6
446,88,4.6,701.6,183.3
447,128,2.7,196.0,184.1
448,193,3.3,461.7,187.4
449,105,6.6,235.5,187.1
450,191,2.8,346.7,188.6
451,85,4.9,432.1,182.8
452,129,3.8,748.6,184.8
453,31,2.0,872.8,181.9
454,146,2.6,559.4,187.5
455,83,2.9,588.1,185.6
456,110,2.0,1249.1,189.8
457,192,2.0,1295.6,187.1
458,225,3.7,416.7,190.0
459,230,2.5,626.8,190.6
460,469,3.3,1192.3,196.5
461,197,2.0,1218.4,192.0
462,129,21.3,264.4,190.4
463,200,2.9,386.0,193.8
464,87,2.6,646.7,188.4
465,261,2.6,1066.2,195.2
466,123,13.9,1357.0,190.0
467,322,2.6,133.4,194.9
468,462,2.8,164.7,194.2
469,80,3.3,448.1,190.4
470,603,2.4,1126.5,197.5
471,347,2.6,98.6,196.6
472,117,2.6,877.2,193.3
473,25,2.7,1076.3,190.7
474,88,3.1,601.8,193.4
475,137,2.5,799.1,197.4
476,141,144.2,948.5,195.9
477,66,99.2,251.8,194.5
478,158,2.8,323.5,198.4
479,108,3.0,676.1,196.8
480,129,2.7,751.8,197.9
481,65,2.6,762.0,196.5
482,93,2.4,823.0,199.1
483,97,108.8,716.1,197.3
484,32,2.9,497.4,196.0
485,29,2.4,510.3,196.2
486,85,3.0,586.8,197.3
487,149,44.7,927.0,199.5
488,463,2.6,1048.7,204.5
489,153,2.9,910.3,201.5
490,52,14.8,1360.1,198.0
491,132,2.8,781.9,201.9
492,544,2.7,975.9,211.6
493,175,1.8,1390.9,202.1
494,130,2.6,77.3,202.2
495,230,2.9,372.1,205.1
496,140,3.0,410.0,205.0
497,3,2.3,537.8,197.2
498,84,3.0,611.1,202.2
499,119,3.0,226.0,202.5
500,246,2.8,352.1,206.9
501,154,2.7,557.5,204.7
502,210,1.6,1407.2,207.5
503,96,2.7,203.1,204.7
504,206,2.1,1319.9,209.7
505,152,2.5,146.8,207.7
506,72,2.9,430.6,204.2
507,171,2.5,849.7,208.6
508,111,61.7,1171.8,206.2
509,70,2.5,569.8,206.2
510,81,2.8,595.5,206.2
511,76,2.3,767.2,205.0
512,403,2.7,1012.1,211.7
513,129,3.1,1271.7,209.2
514,9,2.7,539.2,204.6
515,90,2.6,623.2,207.4
516,70,2.5,654.0,208.5
517,255,5.6,275.4,211.8
518,329,2.6,306.4,215.8
519,153,2.7,897.7,211.2
520,217,4.0,749.6,215.2
521,93,3.2,443.1,213.4
522,48,2.6,470.7,212.9
523,163,3.0,497.1,216.9
524,100,2.9,883.2,213.1
525,69,2.8,612.3,214.8
526,122,3.3,695.3,215.0
527,125,9.5,720.7,215.1
528,101,2.5,636.6,214.5
529,362,46.0,1291.1,222.0
530,200,2.5,118.2,218.7
531,136,4.1,235.1,218.0
532,163,2.8,766.1,218.2
533,4,2.5,1208.5,211.8
534,187,2.2,867.8,219.0
535,104,2.9,1207.1,220.0
536,70,2.4,393.1,218.8
537,130,2.6,787.8,221.0
538,108,4.9,247.3,222.4
539,199,2.9,451.0,226.7
540,137,2.8,1236.4,223.3
541,395,4.3,1178.3,230.2
542,150,2.7,1314.1,225.8
543,167,49.0,1330.7,225.3
544,195,2.4,1359.6,225.1
545,131,2.5,160.3,224.8
546,69,13.5,679.6,223.0
547,220,2.4,334.2,225.5
548,171,3.0,1256.3,225.9
549,118,2.5,365.6,225.2
550,203,2.9,932.2,226.6
551,174,2.8,550.3,228.6
552,72,3.1,594.8,226.0
553,175,2.5,102.7,228.6
554,104,113.6,717.7,227.5
555,192,2.5,1111.5,227.7
556,10,2.9,645.5,225.0
557,136,2.7,908.2,229.6
558,201,2.8,435.5,230.4
559,670,3.5,569.3,245.6
560,167,2.9,514.1,233.2
561,164,2.9,529.4,230.9
562,119,2.3,123.3,231.5
563,130,2.7,198.5,233.0
564,113,4.1,265.1,233.5
565,127,2.7,418.4,233.7
566,184,4.7,862.1,234.4
567,98,4.0,1201.2,232.9
568,124,2.5,70.9,234.0
569,476,2.5,180.2,241.7
570,44,2.4,1007.0,230.0
571,259,2.7,476.0,238.4
572,75,3.1,696.9,233.3
573,438,3.2,1091.8,240.8
574,142,3.8,222.7,235.7
575,237,2.3,829.7,240.0
576,179,2.7,783.5,239.5
577,205,2.1,1405.5,236.8
578,2,3.0,655.0,232.5
579,271,7.3,890.0,242.2
580,101,2.2,1010.9,241.3
581,158,16.5,1364.1,240.1
582,179,2.6,97.5,241.5
583,143,2.6,154.2,242.2
584,103,2.6,499.2,239.9
585,139,23.4,940.3,241.4
586,21,2.0,990.6,238.4
587,163,3.9,233.8,244.6
588,56,2.9,597.9,240.3
589,117,104.1,750.5,244.0
590,109,2.5,381.7,244.7
591,485,2.6,1129.3,249.8
592,213,2.9,625.8,245.3
593,214,2.3,805.7,246.4
594,266,2.8,201.0,248.5
595,118,2.5,403.8,245.9
596,71,2.6,506.9,246.9
597,97,2.5,669.5,245.2
598,92,6.6,723.1,245.8
599,92,2.1,995.6,246.7
600,436,86.2,1055.2,252.5
601,176,2.0,1328.3,247.6
602,60,3.7,290.9,245.2
603,195,2.6,440.2,248.8
604,121,3.8,266.8,248.7
605,31,2.6,694.0,245.6
606,170,2.6,1109.0,249.3
607,148,2.5,111.8,250.0
608,91,2.4,323.7,249.5
609,185,2.7,647.7,249.7
610,220,2.6,777.8,251.6
611,84,15.3,1411.1,247.0
612,97,4.0,244.4,250.1
613,215,2.7,362.9,252.1
614,178,65.5,1388.9,251.6
615,218,2.3,1273.2,255.6
616,518,81.8,1234.1,258.7
617,45,2.7,546.1,251.2
618,10,110.3,859.6,250.0
619,110,2.7,491.0,257.7
620,54,114.7,853.5,254.9
621,90,15.9,1403.2,255.0
622,169,2.7,161.7,259.2
623,86,2.6,676.2,256.5
624,297,2.2,909.0,260.1
625,96,3.0,520.3,259.1
626,415,2.4,1097.5,262.2
627,181,2.0,1288.2,260.7
628,192,2.3,804.2,262.3
629,131,2.5,140.5,262.0
630,74,2.7,445.9,259.9
631,161,20.2,1352.8,261.9
632,468,2.8,196.0,269.0
633,135,2.1,954.4,263.3
634,139,2.7,94.9,264.5
635,16,2.7,411.1,259.1
636,89,2.3,342.6,263.6
637,61,2.8,660.7,263.9
638,195,2.9,752.0,265.9
639,72,2.9,506.6,262.8
640,93,3.2,734.0,265.1
641,481,3.7,232.3,274.9
642,226,2.5,372.2,269.2
643,6,20.3,597.0,261.5
644,260,91.3,606.4,271.1
645,12,3.0,627.2,262.6
646,130,5.3,1207.8,266.6
647,33,6.1,623.4,266.2
648,101,3.2,699.6,267.8
649,168,52.6,1369.5,269.6
650,52,3.2,539.8,268.5
651,12,105.8,855.2,265.1
652,104,3.4,885.4,268.4
653,206,7.2,1191.4,272.1
654,48,2.8,304.6,268.8
655,70,2.6,397.4,269.4
656,82,2.6,476.5,270.2
657,515,4.6,1160.7,279.0
658,93,2.5,412.3,271.3
659,52,2.9,488.7,270.4
660,49,2.4,823.5,270.6
661,448,2.0,981.3,278.0
662,454,2.5,1030.2,280.5
663,181,4.3,559.4,274.9
664,335,2.5,156.7,279.2
665,95,2.9,713.2,273.9
666,29,2.3,894.4,272.3
667,216,1.9,1282.7,275.6
668,160,2.3,116.6,276.7
669,198,2.0,1305.4,279.4
670,97,2.8,329.4,277.7
671,128,2.5,453.1,278.5
672,160,2.8,797.2,279.1
673,64,2.4,429.4,275.1
674,94,2.7,351.7,278.0
675,71,49.8,574.8,277.3
676,99,11.3,696.2,278.7
677,87,3.6,826.8,279.2
678,134,3.4,856.4,283.1
679,270,6.6,512.5,284.8
680,25,4.1,1244.0,277.3
681,53,3.3,287.5,284.4
682,265,3.2,655.2,285.1
683,182,10.4,1220.0,288.5
684,199,81.7,679.5,287.0
685,141,2.3,125.2,288.8
686,97,3.2,1247.4,285.7
687,54,8.6,541.9,285.6
688,133,89.8,1190.4,287.4
689,161,63.1,1354.3,287.3
690,196,7.3,575.8,290.7
691,87,99.9,527.9,289.3
692,154,2.4,775.2,289.2
693,175,66.9,1338.7,294.0
694,96,2.7,380.6,290.7
695,78,2.4,419.0,289.8
696,88,2.8,489.4,291.3
697,187,2.6,723.9,293.2
698,313,76.1,1051.4,299.1
699,117,3.8,240.6,292.1
700,105,3.6,266.8,294.5
701,47,2.4,466.6,291.5
702,61,3.3,560.7,291.7
703,174,3.2,628.7,294.6
704,297,2.4,750.5,297.2
705,79,2.7,403.4,294.6
706,44,2.5,834.5,293.6
707,63,2.2,843.7,295.0
708,100,2.7,713.7,299.0
709,159,8.8,1203.9,299.2
710,118,2.5,187.1,301.6
711,42,27.1,1311.3,298.0
712,117,2.6,213.4,302.0
713,167,13.2,343.4,302.4
714,547,2.1,1112.8,305.6
715,144,2.5,164.2,303.2
716,65,2.6,461.3,302.9
717,164,2.8,380.4,306.1
718,66,2.9,501.6,302.2
719,73,13.9,689.6,302.5
720,450,2.4,1082.7,309.5
721,301,2.5,396.3,313.4
722,159,3.2,626.6,306.1
723,326,3.3,660.9,311.2
724,173,52.5,1292.2,306.5
725,88,27.5,1308.8,306.9
726,135,2.3,111.4,308.1
727,156,2.1,1254.1,308.4
728,216,3.0,608.2,310.2
729,100,2.7,726.9,307.4
730,40,109.5,535.8,306.9
731,55,95.8,799.6,308.1
732,57,103.0,808.3,307.0
733,156,2.4,181.0,313.7
734,34,4.4,492.3,308.7
735,115,3.4,1152.7,311.5
736,192,2.5,423.6,314.4
737,150,2.5,139.7,314.2
738,123,3.1,261.0,314.5
739,269,7.9,558.3,320.1
740,62,2.4,757.8,315.0
741,49,2.3,291.3,313.2
742,112,2.9,698.0,315.8
743,146,3.5,1220.0,316.9
744,44,13.0,1185.2,317.3
745,348,2.9,588.9,326.6
746,150,5.5,796.6,320.4
747,150,3.3,818.4,322.0
748,75,3.7,233.8,320.5
749,10,3.1,515.0,315.5
750,79,2.7,1147.7,318.9
751,189,2.1,1245.2,328.2
752,186,2.7,342.9,326.8
753,165,2.0,851.8,325.4
754,149,2.4,454.7,327.1
755,193,3.0,690.6,327.5
756,519,1.9,1404.8,335.7
757,151,2.4,129.1,326.0
758,198,2.4,745.1,330.5
759,37,11.5,1180.6,324.6
760,94,2.6,723.9,327.7
761,65,2.6,474.5,327.2
762,157,60.8,630.1,331.3
763,184,2.2,760.9,329.7
764,159,26.4,1291.4,330.9
765,122,4.2,160.5,330.2
766,20,2.5,329.1,327.4
767,297,2.3,306.3,336.4
768,74,3.0,671.0,330.1
769,83,2.6,370.9,329.8
770,343,3.6,495.8,335.3
771,128,60.3,641.6,334.6
772,342,2.8,703.7,340.0
773,292,2.7,1172.6,338.4
774,129,2.6,258.3,334.7
775,318,3.2,527.7,344.1
776,384,2.8,545.6,345.2
777,100,2.5,206.6,337.6
778,109,2.3,282.1,337.2
779,312,3.0,470.4,341.6
780,47,3.0,414.6,337.2
781,252,9.1,1128.3,342.2
782,397,3.0,434.3,347.4
783,89,3.0,675.4,342.1
784,269,1.8,1094.7,345.8
785,175,3.0,1270.4,344.8
786,149,2.2,826.7,345.9
787,276,2.4,1216.2,345.6
788,350,3.1,607.7,350.3
789,120,2.5,139.0,347.6
790,228,2.5,364.3,353.6
791,171,2.7,718.9,347.7
792,255,2.4,752.3,351.5
793,214,2.4,769.5,354.4
794,17,1.8,1309.9,345.7
795,90,2.9,682.7,351.9
796,132,2.5,182.3,352.0
797,99,2.4,394.9,350.5
798,298,2.1,1152.5,358.5
799,14,1.9,1304.3,349.0
800,141,2.5,48.8,354.4
801,386,2.7,577.0,359.7
802,86,1.8,1311.0,354.1
803,19,3.1,652.0,351.3
804,90,2.1,847.6,356.0
805,313,1.9,1121.6,362.9
806,273,2.6,1221.4,362.3
807,18,1.8,1303.8,355.3
808,104,3.0,708.8,358.7
809,193,46.0,1259.4,361.5
810,2,2.0,1316.5,354.0
811,26,2.7,384.2,357.0
812,174,30.0,804.3,363.9
813,173,1.8,1053.2,362.2
814,309,17.7,1201.7,366.3
815,247,2.8,408.7,364.5
816,126,62.6,487.7,364.7
817,217,2.3,331.8,366.4
818,124,1.9,1022.8,365.0
819,84,1.9,1033.1,364.8
820,226,2.7,725.4,370.1
821,338,2.4,255.6,368.7
822,262,3.5,430.9,371.8
823,397,3.6,637.6,374.4
824,6,2.7,376.8,362.5
825,166,2.4,669.1,368.5
826,119,2.3,292.2,369.6
827,352,1.4,1419.3,372.5
828,49,1.9,1081.6,368.9
829,108,2.9,713.2,371.0
830,178,3.7,524.2,374.8
831,135,2.4,77.0,373.9
832,120,2.6,182.9,372.2
833,116,2.0,1089.7,374.9
834,339,3.1,414.9,379.2
835,196,5.7,1271.5,375.6
836,247,2.3,215.0,378.0
837,168,3.1,539.3,378.2
838,148,2.6,678.3,377.1
839,99,2.3,747.8,378.0
840,127,12.9,1310.6,377.6
841,171,2.5,35.7,382.2
842,123,2.4,592.1,385.6
843,114,2.3,272.5,385.3
844,270,2.9,397.4,390.4
845,114,2.4,775.4,387.1
846,148,4.4,1240.1,385.3
847,358,2.4,255.5,391.1
848,417,3.2,470.7,393.3
849,377,2.8,558.7,390.4
850,241,2.1,846.1,389.3
851,266,2.8,1207.4,389.3
852,199,3.0,518.1,391.3
853,99,2.4,712.1,389.4
854,332,3.1,356.8,392.6
855,19,2.7,734.9,386.5
856,251,3.0,1169.3,391.4
857,93,2.6,677.2,391.2
